id,uuid,quality_grade,url,image_url,description,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,"field:id meant for ""eater"" or organism being eaten?","field:url for ""partner"" observation",field:is observation one of these special types of feeding?
261536945,a9827b02-8f42-4189-b4f5-58496827ff0f,research,https://www.inaturalist.org/observations/261536945,https://static.inaturalist.org/photos/469882944/medium.jpg,"",Western Ribbon Snake,Thamnophis proximus,Western Ribbon Snake,Reptilia,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,Thamnophis proximus,,,,,eater,https://www.inaturalist.org/observations/261536966,"No, none of these"
261536966,447caac8-2337-4a1f-b368-ccb94aea6293,research,https://www.inaturalist.org/observations/261536966,https://static.inaturalist.org/photos/469882995/medium.jpg,"",Green Frog,Lithobates clamitans,Green Frog,Amphibia,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,Lithobates clamitans,,,,,organism being eaten,https://www.inaturalist.org/observations/261536945,"No, none of these"
261565880,e59eef74-92cb-4d6d-90c1-16c062c9dc50,research,https://www.inaturalist.org/observations/261565880,https://inaturalist-open-data.s3.amazonaws.com/photos/469940156/medium.jpg,Taken off domestic cat,Castor Bean Tick,Ixodes ricinus,Castor Bean Tick,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,,,,Ixodes,,Ixodes ricinus,,,,,eater,"",Parasitism
261633145,f3c37a27-3435-40de-87ca-fa8bce8199e9,research,https://www.inaturalist.org/observations/261633145,https://inaturalist-open-data.s3.amazonaws.com/photos/203992567/medium.jpg,Moth is posted separately: https://www.inaturalist.org/observations/120523222,Running Crab Spiders,Philodromus,Running Crab Spiders,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,,Philodromidae,Philodrominae,,,,Philodromus,,,,,,,eater,https://www.inaturalist.org/observations/120523222,"No, none of these"
261643994,91f67161-9a2c-4738-9a9d-b41be82a5022,research,https://www.inaturalist.org/observations/261643994,https://static.inaturalist.org/photos/470096241/medium.jpg,"",Western Barn Owl,Tyto alba,Western Barn Owl,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,,,,Tyto,,Tyto alba,,,,,eater,,"No, none of these"
261666004,8b067277-ba87-498f-a99f-e1c450393db4,research,https://www.inaturalist.org/observations/261666004,https://inaturalist-open-data.s3.amazonaws.com/photos/470141813/medium.jpg,"",Catarina del nopal,Chilocorus cacti,Cactus Lady Beetle,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Chilocorinae,,Chilocorini,,Chilocorus,,Chilocorus cacti,,,,,eater,https://mexico.inaturalist.org/observations/261666243,"No, none of these"
261666243,4bf4d558-43c2-429a-b729-f30428002829,research,https://www.inaturalist.org/observations/261666243,https://inaturalist-open-data.s3.amazonaws.com/photos/470141813/medium.jpg,"",Aspidiotini,Aspidiotini,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Coccoidea,Diaspididae,Aspidiotinae,,Aspidiotini,,,,,,,,,organism being eaten,https://mexico.inaturalist.org/observations/261666004,"No, none of these"
261666403,2693c2a2-f3a6-45f6-ab75-8f4c2a0f0057,research,https://www.inaturalist.org/observations/261666403,https://inaturalist-open-data.s3.amazonaws.com/photos/470141181/medium.jpeg,"",Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,,eater,https://www.inaturalist.org/observations/261666404,"No, none of these"
261666404,c5f1ac30-a5e4-4dd6-a133-51a03acf7a30,needs_id,https://www.inaturalist.org/observations/261666404,https://inaturalist-open-data.s3.amazonaws.com/photos/470141181/medium.jpeg,"",Western Meadow Vole,Microtus drummondii,Western Meadow Vole,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtini,,Microtus,,Microtus drummondii,,,,,organism being eaten,https://www.inaturalist.org/observations/261666403,"No, none of these"
261667564,0b7bffed-68a2-45b7-8181-fd76a8f0c0e1,research,https://www.inaturalist.org/observations/261667564,https://inaturalist-open-data.s3.amazonaws.com/photos/470143601/medium.jpeg,"",Double-crested Cormorant,Nannopterum auritum,Double-crested Cormorant,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,,,Nannopterum,,Nannopterum auritum,,,,,eater,https://www.inaturalist.org/observations/261667565,"No, none of these"
261667565,23f6b492-b2a2-4006-866b-2bc308a65d2e,needs_id,https://www.inaturalist.org/observations/261667565,https://inaturalist-open-data.s3.amazonaws.com/photos/470143601/medium.jpeg,"",White Crappie,Pomoxis annularis,White Crappie,Actinopterygii,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Centrarchiformes,Centrarchoidei,,Centrarchidae,Centrarchinae,,,,Pomoxis,,Pomoxis annularis,,,,,organism being eaten,https://www.inaturalist.org/observations/261667564,"No, none of these"
261718737,0eadc6f7-4227-4df0-af90-da2883a24c12,research,https://www.inaturalist.org/observations/261718737,https://inaturalist-open-data.s3.amazonaws.com/photos/470248508/medium.jpeg,,Western Hooded Crow,Corvus cornix cornix,Western Hooded Crow,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus cornix,,Corvus cornix cornix,,,eater,,"No, none of these"
261794670,83cf35c7-acad-4ebb-ad94-0d18e0fbb19f,research,https://www.inaturalist.org/observations/261794670,https://inaturalist-open-data.s3.amazonaws.com/photos/470394998/medium.jpeg,,Hooded Merganser,Lophodytes cucullatus,Hooded Merganser,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Lophodytes,,Lophodytes cucullatus,,,,,eater,https://www.inaturalist.org/observations/261794672,"No, none of these"
261794672,64e37ae3-a0df-42be-a273-1b1add86da25,research,https://www.inaturalist.org/observations/261794672,https://inaturalist-open-data.s3.amazonaws.com/photos/470395019/medium.jpeg,goby?,Yellowfin Goby,Acanthogobius flavimanus,Yellowfin Goby,Actinopterygii,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Gobiiformes,Gobioidei,,Oxudercidae,Gobionellinae,,,,Acanthogobius,,Acanthogobius flavimanus,,,,,organism being eaten,https://www.inaturalist.org/observations/261794670,"No, none of these"
261837733,3c0107ab-c353-4c7f-b860-1e32821908dc,research,https://www.inaturalist.org/observations/261837733,https://inaturalist-open-data.s3.amazonaws.com/photos/470487321/medium.jpg,,Wrona siwa,Corvus cornix,Hooded Crow,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus cornix,,,,,eater,,Scavenging
261853341,feba0edc-39c3-4d03-b090-a43f90a33690,research,https://www.inaturalist.org/observations/261853341,https://inaturalist-open-data.s3.amazonaws.com/photos/315270297/medium.jpeg,"",netted pawpaw,Asimina reticulata,netted pawpaw,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,Annonoideae,,Annoneae,,Asimina,,Asimina reticulata,,,,,organism being eaten,https://www.inaturalist.org/observations/180947691,"No, none of these"
261993676,ad49ff0b-0b5f-4489-9633-9a87e7491426,research,https://www.inaturalist.org/observations/261993676,https://inaturalist-open-data.s3.amazonaws.com/photos/470782642/medium.jpg,,Porphyrio poliocephalus poliocephalus,Porphyrio poliocephalus poliocephalus,,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Rallidae,,,,,Porphyrio,,Porphyrio poliocephalus,,Porphyrio poliocephalus poliocephalus,,,eater,,"No, none of these"
262109822,d5d26d94-8f3b-4ff8-8548-f9591061ece9,research,https://www.inaturalist.org/observations/262109822,https://inaturalist-open-data.s3.amazonaws.com/photos/470959425/medium.jpg,,European mistletoe,Viscum album,European mistletoe,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,,Visceae,,Viscum,,Viscum album,,,,,organism being eaten,https://www.inaturalist.org/observations/262109823,"No, none of these"
262109823,25f54229-ac1f-4bf1-b8e0-abe7a2638c01,research,https://www.inaturalist.org/observations/262109823,https://inaturalist-open-data.s3.amazonaws.com/photos/470959423/medium.jpg,,Mistle Thrush,Turdus viscivorus,Mistle Thrush,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus viscivorus,,,,,eater,https://www.inaturalist.org/observations/262109822,"No, none of these"
262121936,f1c97680-76b5-4ad6-aa1b-6dc107980caa,needs_id,https://www.inaturalist.org/observations/262121936,https://inaturalist-open-data.s3.amazonaws.com/photos/470983466/medium.jpg,"","",Calycomyza,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Calycomyza,,,,,,,eater,https://mexico.inaturalist.org/observations/262124106,Parasitism
262124106,e9b200c1-98c5-412d-abb8-0faf7e3bd5dc,research,https://www.inaturalist.org/observations/262124106,https://inaturalist-open-data.s3.amazonaws.com/photos/470987536/medium.jpg,"",Ageratina grandifolia,Ageratina grandifolia,,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eupatorieae,Oxylobinae,Ageratina,,Ageratina grandifolia,,,,,organism being eaten,https://mexico.inaturalist.org/observations/262121936,Parasitism
262145496,2af9b867-5670-4d1e-a577-b7706d142b1a,needs_id,https://www.inaturalist.org/observations/262145496,https://inaturalist-open-data.s3.amazonaws.com/photos/154243831/medium.jpg,prey,"Hornets, Paper Wasps, Potter Wasps, and Allies",Vespidae,"Hornets, Paper Wasps, Potter Wasps, and Allies",Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,,,,,,,,,,,,organism being eaten,https://www.inaturalist.org/observations/93096624,"No, none of these"
262219771,0e9c0bfc-3e25-4b77-b6bf-038efdaf4e52,research,https://www.inaturalist.org/observations/262219771,https://inaturalist-open-data.s3.amazonaws.com/photos/471100983/medium.png,,Glaucous-winged Gull,Larus glaucescens,Glaucous-winged Gull,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Larus,,Larus glaucescens,,,,,eater,https://www.inaturalist.org/observations/262219773,"No, none of these"
262219773,cdb20fff-9100-403f-846e-ec8e91fd3846,research,https://www.inaturalist.org/observations/262219773,https://inaturalist-open-data.s3.amazonaws.com/photos/471101563/medium.png,,Mottled Star,Evasterias troschelii,Mottled Star,Animalia,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,,,Evasterias,,Evasterias troschelii,,,,,organism being eaten,https://www.inaturalist.org/observations/262219771,"No, none of these"
262397677,54f06d11-c666-4582-ad00-9a5badb1438a,research,https://www.inaturalist.org/observations/262397677,https://static.inaturalist.org/photos/471404249/medium.jpeg,,Volucella zonaria,Volucella zonaria,Hornet Mimic Hover Fly,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Volucella,,Volucella zonaria,,,,,eater,https://www.inaturalist.org/observations/262397742,Pollination
262519333,254749ac-bc0a-47c5-be1e-5a54cec59d09,research,https://www.inaturalist.org/observations/262519333,https://inaturalist-open-data.s3.amazonaws.com/photos/471562433/medium.jpeg,A aranha da foto,Aranha-caseira-vermelha,Nesticodes rufipes,Red House Spider,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Theridiinae,,,,Nesticodes,,Nesticodes rufipes,,,,,eater,https://www.inaturalist.org/observations/262520602,"No, none of these"
262520602,cc471c2f-55dc-4749-8574-3a0cc56bfd35,research,https://www.inaturalist.org/observations/262520602,https://inaturalist-open-data.s3.amazonaws.com/photos/471562736/medium.jpeg,A formiga ,Camponotus atriceps,Camponotus atriceps,Tropical Carpenter Ant,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Formicinae,,Camponotini,,Camponotus,,Camponotus atriceps,,,,,organism being eaten,https://www.inaturalist.org/observations/262519333,"No, none of these"
262670758,9953f8a8-e2ed-4047-9247-e1026a057acb,needs_id,https://www.inaturalist.org/observations/262670758,https://inaturalist-open-data.s3.amazonaws.com/photos/471730273/medium.jpg,either Pallas's or Common Reed,Emberiza schoeniclus,Emberiza schoeniclus,Reed Bunting,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,,Emberiza,,Emberiza schoeniclus,,,,,eater,,"No, none of these"
262670760,9bebd570-80a1-400d-9322-6dfa5fcc954f,research,https://www.inaturalist.org/observations/262670760,https://inaturalist-open-data.s3.amazonaws.com/photos/471730275/medium.jpg,,แมลงปอเข็มบ่อฟ้าใหญ่,Pseudagrion australasiae,Look-alike Sprite,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,,Pseudagrion,,Pseudagrion australasiae,,,,,eater,,"No, none of these"
262670769,bff1dd03-acee-471c-8626-860a1dcb68f0,research,https://www.inaturalist.org/observations/262670769,https://inaturalist-open-data.s3.amazonaws.com/photos/471730300/medium.jpg,,Lonchura punctulata topela,Lonchura punctulata topela,Scaly-breasted Munia (Indochinese),Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Lonchura,,Lonchura punctulata,,Lonchura punctulata topela,,,eater,,"No, none of these"
262695571,d7d2cbb3-74a5-4154-993e-9f3ae7b039ae,needs_id,https://www.inaturalist.org/observations/262695571,https://inaturalist-open-data.s3.amazonaws.com/photos/471781479/medium.jpg,"","",Podagrion,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chalcidoidea,Torymidae,Toryminae,,Podagrionini,,Podagrion,,,,,,,eater,https://www.inaturalist.org/observations/262695662,Parasitism
262695662,1394d91a-fe55-4d56-8feb-742377b63cbc,needs_id,https://www.inaturalist.org/observations/262695662,https://inaturalist-open-data.s3.amazonaws.com/photos/471781597/medium.jpg,"","",Stagmomantis,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Mantoidea,Mantidae,Stagmomantinae,,Stagmomantini,,Stagmomantis,,,,,,,organism being eaten,https://www.inaturalist.org/observations/262695571,Parasitism
262810696,5d2f6db1-78d2-471a-8818-45776294df53,research,https://www.inaturalist.org/observations/262810696,https://inaturalist-open-data.s3.amazonaws.com/photos/472015904/medium.jpg,,นกจู๋เต้นเมืองเหนือ,Gypsophila annamensis,Annam Limestone Babbler,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Pellorneidae,,,,,Gypsophila,,Gypsophila annamensis,,,,,eater,,"No, none of these"
262818934,bd5f267b-18ad-48d0-a8d2-b48f5c6e1af9,research,https://www.inaturalist.org/observations/262818934,https://inaturalist-open-data.s3.amazonaws.com/photos/472031472/medium.jpg,,นกจู๋เต้นสระบุรี,Gypsophila calcicola,Rufous Limestone Babbler,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Pellorneidae,,,,,Gypsophila,,Gypsophila calcicola,,,,,eater,,Pollination
262818935,0f30535b-e393-4bea-a9e3-16980d25ab00,research,https://www.inaturalist.org/observations/262818935,https://inaturalist-open-data.s3.amazonaws.com/photos/472030934/medium.jpg,,นกจู๋เต้นสระบุรี,Gypsophila calcicola,Rufous Limestone Babbler,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Pellorneidae,,,,,Gypsophila,,Gypsophila calcicola,,,,,eater,,Pollination
262818937,76c8b51c-f4ea-443f-b6a2-8c7f7f0df88d,research,https://www.inaturalist.org/observations/262818937,https://inaturalist-open-data.s3.amazonaws.com/photos/472031561/medium.jpg,,นกจู๋เต้นสระบุรี,Gypsophila calcicola,Rufous Limestone Babbler,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Pellorneidae,,,,,Gypsophila,,Gypsophila calcicola,,,,,eater,,"No, none of these"
262845437,443d026a-e825-4085-a8fa-67c7858bce6c,needs_id,https://www.inaturalist.org/observations/262845437,https://inaturalist-open-data.s3.amazonaws.com/photos/472072368/medium.jpeg,,Bombyliidae,Bombyliidae,Bee Flies,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,,,,,,,,,,,,eater,https://www.inaturalist.org/observations/262846845,Pollination
262846845,83ce16e6-d7ae-41c1-883a-2c87b798d2f1,research,https://www.inaturalist.org/observations/262846845,https://inaturalist-open-data.s3.amazonaws.com/photos/472072368/medium.jpeg,"",field marigold,Calendula arvensis,field marigold,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Calenduleae,,Calendula,,Calendula arvensis,,,,,organism being eaten,https://www.inaturalist.org/observations/262845437,Pollination
263070531,479c0768-0215-4519-b4a9-1a4eb3674266,research,https://www.inaturalist.org/observations/263070531,https://inaturalist-open-data.s3.amazonaws.com/photos/472529914/medium.jpeg,,Снегирь,Pyrrhula pyrrhula,Eurasian Bullfinch,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Pyrrhula,,Pyrrhula pyrrhula,,,,,eater,,"No, none of these"
263072838,79f5015c-146d-4e35-b31e-166f977fe1d1,research,https://www.inaturalist.org/observations/263072838,https://inaturalist-open-data.s3.amazonaws.com/photos/472536308/medium.jpg,,linduška luční,Anthus pratensis,Meadow Pipit,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Motacillidae,,,,,Anthus,,Anthus pratensis,,,,,eater,,"No, none of these"
263076809,f0feb560-51e9-4936-a486-f69a4b05f42a,research,https://www.inaturalist.org/observations/263076809,https://inaturalist-open-data.s3.amazonaws.com/photos/472545967/medium.jpg,,Обыкновенная серая ворона,Corvus cornix cornix,Western Hooded Crow,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus cornix,,Corvus cornix cornix,,,eater,https://www.inaturalist.org/observations/263076808,Scavenging
263078785,946bde21-f1d6-4a98-9152-8051109e137e,research,https://www.inaturalist.org/observations/263078785,https://inaturalist-open-data.s3.amazonaws.com/photos/472548933/medium.jpg,,Common Kingfisher,Alcedo atthis,Common Kingfisher,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Alcedininae,,,,Alcedo,,Alcedo atthis,,,,,eater,,"No, none of these"
263116577,e57ae23a-ec15-4203-8441-aca649d7e25f,research,https://www.inaturalist.org/observations/263116577,https://inaturalist-open-data.s3.amazonaws.com/photos/472625251/medium.jpeg,"",American Robin,Turdus migratorius,American Robin,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus migratorius,,,,,eater,https://www.inaturalist.org/observations/263116578,"No, none of these"
263116578,b4a534ed-d560-4288-8268-27cf93f370ff,needs_id,https://www.inaturalist.org/observations/263116578,https://inaturalist-open-data.s3.amazonaws.com/photos/472625254/medium.jpeg,"",Tiger Moths,Arctiini,Tiger Moths,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,,,,,,,,,organism being eaten,https://www.inaturalist.org/observations/263116577,"No, none of these"
263120929,8dea1438-84f5-4efd-ba4e-30d9dea759bd,research,https://www.inaturalist.org/observations/263120929,https://inaturalist-open-data.s3.amazonaws.com/photos/472634139/medium.jpeg,"Nome: Lagartixa-de-muro

Foto por: Liedna Maria

Domínio florístico: Mata Atlântica
Área antropizada

Vídeo: https://youtube.com/shorts/8u5PWwXlaCs

Para o predador:
https://www.inaturalist.org/observations/248299554",Calango-de-pedra,Tropidurus hispidus,Peters' Lava Lizard,Reptilia,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Tropiduridae,,,,,Tropidurus,,Tropidurus hispidus,,,,,organism being eaten,https://www.inaturalist.org/observations/248299554,"No, none of these"
263127524,cd80050c-7105-4e05-bd2e-ed478e819f18,needs_id,https://www.inaturalist.org/observations/263127524,https://inaturalist-open-data.s3.amazonaws.com/photos/472646065/medium.jpeg,,Sow-thistle Aphid,Uroleucon sonchi,Sow-thistle Aphid,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Macrosiphini,,Uroleucon,,Uroleucon sonchi,,,,,eater,https://www.inaturalist.org/observations/263127525,Parasitism
263127525,04b4041e-e514-4054-9240-a55ce670d7e9,needs_id,https://www.inaturalist.org/observations/263127525,https://inaturalist-open-data.s3.amazonaws.com/photos/472646620/medium.jpeg,,Common Sow-Thistle,Sonchus oleraceus,Common Sow-thistle,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hyoseridinae,Sonchus,,Sonchus oleraceus,,,,,organism being eaten,https://www.inaturalist.org/observations/263127524,Parasitism
263147038,96cbfbfd-67a3-49f1-80c7-4806521d4112,research,https://www.inaturalist.org/observations/263147038,https://inaturalist-open-data.s3.amazonaws.com/photos/472689046/medium.jpg,,Little Tern,Sternula albifrons,Little Tern,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sternula,,Sternula albifrons,,,,,eater,,"No, none of these"
263222178,45a66016-88c4-4d1d-9aa4-ed0bb356bfed,needs_id,https://www.inaturalist.org/observations/263222178,https://inaturalist-open-data.s3.amazonaws.com/photos/472834006/medium.jpeg,Posting the snail. The snake has already been posted.,Wolfsnails,Euglandina,Wolfsnails,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Oleacinoidea,Spiraxidae,Euglandininae,,,,Euglandina,,,,,,,organism being eaten,https://www.inaturalist.org/observations/103598981,"No, none of these"
263244646,bb70d277-ab53-443b-a5ef-7e6c38139d2e,research,https://www.inaturalist.org/observations/263244646,https://inaturalist-open-data.s3.amazonaws.com/photos/472883689/medium.jpg,,Peripatoides novaezealandiae,Peripatoides novaezealandiae,New Zealand peripatus,Animalia,Animalia,Onychophora,,,,,,,,,Peripatopsidae,,,,,Peripatoides,,Peripatoides novaezealandiae,,,,,eater,,"No, none of these"
263301985,b20de506-869b-4781-9b6e-8c37c97b41b4,research,https://www.inaturalist.org/observations/263301985,https://inaturalist-open-data.s3.amazonaws.com/photos/472991451/medium.jpeg,,Black-browed Albatross,Thalassarche melanophris,Black-browed Albatross,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Procellariiformes,,,Diomedeidae,,,,,Thalassarche,,Thalassarche melanophris,,,,,eater,,"No, none of these"
263305759,8a35a790-78d8-4f52-867f-f567b0b4a293,research,https://www.inaturalist.org/observations/263305759,https://inaturalist-open-data.s3.amazonaws.com/photos/473000520/medium.jpg,,Болотный лунь,Circus aeruginosus,Western Marsh Harrier,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Circus,,Circus aeruginosus,,,,,eater,,"No, none of these"
263340434,e6677794-63e8-46b5-888d-26af1f59e078,needs_id,https://www.inaturalist.org/observations/263340434,https://inaturalist-open-data.s3.amazonaws.com/photos/473064169/medium.jpeg,"An adult White Tern brought this fish to its baby, who had been perched here for a few days. She looked around and around and couldn't locate the baby, and neither could I.",Ray-finned Fishes,Actinopterygii,Ray-finned Fishes,Actinopterygii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,,,,,,,,,,,,,,,,organism being eaten,https://www.inaturalist.org/observations/263340435,"No, none of these"
263340435,0e211f8a-ecd6-484f-8b75-31237556cb92,research,https://www.inaturalist.org/observations/263340435,https://inaturalist-open-data.s3.amazonaws.com/photos/473064228/medium.jpeg,"An adult White Tern brought this fish to its baby, who had been perched here for a few days. She looked around and around and couldn't locate the baby, and neither could I.",Blue-billed White-tern,Gygis candida,Blue-billed White-tern,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Gyginae,,,,Gygis,,Gygis candida,,,,,eater,https://www.inaturalist.org/observations/263340434,"No, none of these"
263361738,af0e4138-0b4b-42b3-853e-c50df95f84ca,research,https://www.inaturalist.org/observations/263361738,https://inaturalist-open-data.s3.amazonaws.com/photos/473112101/medium.jpg,,Fischadler,Pandion haliaetus,Osprey,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,,,,Pandion,,Pandion haliaetus,,,,,eater,,"No, none of these"
263371586,9b9ded7e-711b-4a1f-b373-2c50d0ae9519,research,https://www.inaturalist.org/observations/263371586,https://inaturalist-open-data.s3.amazonaws.com/photos/473129178/medium.jpg,,Zabulon Skipper,Lon zabulon,Zabulon Skipper,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Lon,,Lon zabulon,,,,,eater,https://www.inaturalist.org/observations/263371587,Pollination
263408085,c6bc4a59-12a7-4fbe-8f96-df22dab09c89,research,https://www.inaturalist.org/observations/263408085,https://inaturalist-open-data.s3.amazonaws.com/photos/473200941/medium.jpeg,Prey item is House Sparrow - see https://www.inaturalist.org/observations/263417234,American Kestrel,Falco sparverius,American Kestrel,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,,,Falco,,Falco sparverius,,,,,eater,https://www.inaturalist.org/observations/263417234,"No, none of these"
263417234,d3dee031-39d0-4c39-8ca9-c4e10d3536fe,needs_id,https://www.inaturalist.org/observations/263417234,https://inaturalist-open-data.s3.amazonaws.com/photos/473218635/medium.jpeg,Predated by an American Kestrel: https://www.inaturalist.org/observations/263408085,House Sparrow,Passer domesticus,House Sparrow,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer domesticus,,,,,organism being eaten,https://www.inaturalist.org/observations/263408085,"No, none of these"
263419413,5063e633-69e1-4c70-b280-eb8c073a6a11,needs_id,https://www.inaturalist.org/observations/263419413,https://inaturalist-open-data.s3.amazonaws.com/photos/473222768/medium.jpg,,Theridion,Theridion,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Theridiinae,,,,Theridion,,,,,,,eater,https://www.inaturalist.org/observations/263512750,"No, none of these"
